,PV_Brun,PV_Brun-,PV_Gris-,PV_Gris,PV_Noir-,PV_Noir,Brun,Brun-,Gris,Gris-,Noir,Noir-,P_cons,P_prod,P_tot
2021-12-17 11:53:28+01:00,0.0,1.0000000002037268,101.99999995529652,0.0,175.00000004656613,0.0,439.0000000130385,0.0,699.9999999534339,0.0,0.0,20.00000001862645,1396.9999999499123,-278.0000000020664,1118.999999947846
2021-12-17 11:53:36+01:00,0.0,1.9999999999527063,101.99999995529652,0.0,172.0000000204891,0.0,434.0000000083819,0.0,682.0000000298023,0.0,0.0,21.999999997206032,1370.0000000167165,-275.9999999757383,1094.0000000409782
2021-12-17 11:53:44+01:00,0.0,1.9999999999527063,101.00000002421439,0.0,172.99999995157123,0.0,439.0000000130385,0.0,689.0000000130385,0.0,0.0,28.000000049360096,1375.9999999524553,-275.9999999757383,1099.999999976717
2021-12-17 11:53:52+01:00,0.0,1.9999999999527063,101.99999995529652,0.0,175.99999997764826,0.0,437.00000003445894,0.0,692.9999999701977,0.0,0.0,20.99999994970858,1388.9999999878455,-279.9999999328975,1109.000000054948
2021-12-17 11:54:00+01:00,0.0,1.0000000002037268,104.00000005029142,0.0,178.00000007264316,0.0,476.9999999552965,0.0,705.0000000745058,0.0,2.9999999969732016,15.999999945051968,1452.0000002048619,-283.0000001231383,1169.0000000817236
2021-12-17 11:54:08+01:00,0.0,3.000000000156433,104.00000005029142,0.0,178.00000007264316,0.0,1341.0000000149012,0.0,1722.9999999981374,0.0,954.9999999871943,10.000000009313226,4294.000000114011,-285.000000123091,4008.9999999909196
2021-12-17 11:54:16+01:00,0.9999999999763531,3.000000000156433,103.00000000279397,0.0,178.00000007264316,0.0,3020.0000000186265,0.0,3611.9999999646097,0.0,2681.0000000114087,0.0,9596.000000070262,-283.0000000756172,9312.999999994645
2021-12-17 11:54:24+01:00,0.0,1.9999999999527063,103.00000000279397,0.0,178.00000007264316,0.0,1481.9999999599531,0.0,1932.9999999608845,0.0,1130.9999999939464,3.9999999571591616,4825.000000033015,-283.00000007538983,4541.999999957625
2021-12-17 11:54:32+01:00,0.0,1.9999999999527063,104.00000005029142,0.0,179.0000000037253,0.0,484.00000005494803,0.0,708.0000001005828,0.0,2.0000000076834112,16.99999999254942,1462.0000002246343,-285.0000000539694,1177.0000001706649
2021-12-17 11:54:40+01:00,0.0,1.9999999999527063,104.99999998137355,0.0,179.99999993480742,0.0,582.0000000530854,0.0,750.0,0.0,32.99999999580905,10.000000009313226,1641.9999999557149,-286.9999999161337,1355.0000000395812
2021-12-17 11:54:48+01:00,0.0,1.9999999999527063,104.99999998137355,0.0,181.0000000987202,0.0,567.0000000391155,0.0,743.9999999478459,0.0,27.999999991152436,10.000000009313226,1617.0000000488471,-288.00000008004645,1328.9999999688007
2021-12-17 11:54:56+01:00,0.0,1.9999999999527063,106.000000028871,0.0,182.00000002980232,0.0,459.00000003166497,0.0,709.9999999627471,0.0,0.9999999892897904,20.00000001862645,1440.0000000237014,-290.00000005862603,1149.9999999650754
2021-12-17 11:55:04+01:00,0.0,1.0000000002037268,104.99999998137355,0.0,182.00000002980232,0.0,439.0000000130385,0.0,695.9999999962747,0.0,0.0,23.999999975785613,1399.0000000449072,-288.0000000113796,1111.0000000335276
2021-12-17 11:55:12+01:00,0.9999999999763531,1.9999999999527063,104.99999998137355,0.0,181.0000000987202,0.0,434.0000000083819,0.0,691.0000001080334,0.0,0.0,23.999999975785613,1388.0000002206998,-287.0000000800701,1101.0000001406297
2021-12-17 11:55:20+01:00,0.0,1.0000000002037268,104.99999998137355,0.0,181.0000000987202,0.0,437.99999996554106,0.0,696.9999999273568,0.0,0.0,23.999999975785613,1397.9999999974098,-287.00000008029747,1110.9999999171123
2021-12-17 11:55:28+01:00,0.0,1.0000000002037268,106.000000028871,0.0,182.00000002980232,0.0,434.0000000083819,0.0,689.9999999441206,0.0,0.0,25.000000023283064,1387.9999999880965,-289.00000005887705,1098.9999999292195
2021-12-17 11:55:36+01:00,0.0,1.9999999999527063,104.00000005029142,0.0,181.0000000987202,0.0,435.00000005587935,0.0,692.0000000391155,0.0,0.0,23.000000044703484,1391.0000001992557,-287.0000001489643,1104.0000000502914
2021-12-17 11:55:44+01:00,0.0,1.0000000002037268,104.00000005029142,0.0,178.00000007264316,0.0,437.99999996554106,0.0,693.9999999012798,0.0,0.0,23.000000044703484,1391.9999999452557,-283.0000001231383,1108.9999998221174
2021-12-17 11:55:52+01:00,0.0,1.9999999999527063,101.99999995529652,0.0,178.00000007264316,0.0,437.99999996554106,0.0,692.0000000391155,0.0,0.0,20.99999994970858,1391.0000000828404,-282.0000000278924,1109.000000054948
2021-12-17 11:56:00+01:00,0.0,1.9999999999527063,104.00000005029142,0.0,178.00000007264316,0.0,439.0000000130385,0.0,693.9999999012798,0.0,0.0,23.000000044703484,1393.9999999925021,-284.0000001228873,1109.9999998696148
