,ECHASC_PV_Brun,ECHASC_PV_Brun-,ECHASC_PV_Gris-,ECHASC_PV_Gris,ECHASC_PV_Noir-,ECHASC_PV_Noir,ECHASC_Brun,ECHASC_Brun-,ECHASC_Gris,ECHASC_Gris-,ECHASC_Noir,ECHASC_Noir-,ECHBUA_Brun-,ECHBUA_Brun,ECHBUA_Gris,ECHBUA_Gris-,ECHBUA_Noir,ECHBUA_Noir-,ECHBUA_PV_Brun-,ECHBUA_PV_Brun,ECHBUA_PV_Gris,ECHBUA_PV_Gris-,ECHBUA_PV_Noir,ECHBUA_PV_Noir-,ECHL16_L16,ECHL16_L16-,ECHL05_L5,ECHL05_L5-,P_cons,P_prod,P_tot
2021-12-17 00:01:36+01:00,0.0,0.0,0.0,3.9999999999054126,0.0,6.000000000312866,611.9999999646097,0.0,762.0000001043081,0.0,84.00000000256114,0.0,0.0,103.1249999650754,20.125000017287675,0.0,113.2499999657739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.9999999878928,0.0,0.0,0.0,1821.5000000072905,10.000000000218279,1831.5000000075088
2021-12-17 00:01:44+01:00,0.9999999999763531,0.0,0.0,5.000000000109139,0.0,5.000000000109139,608.0000000074506,0.0,762.0000001043081,0.0,84.00000000256114,0.0,0.0,103.00000000279397,20.2500000159489,0.0,112.99999998300336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.9999999664724,0.0,0.0,0.0,1818.2500000823438,11.000000000194632,1829.2500000825385
2021-12-17 00:01:52+01:00,0.9999999999763531,0.0,0.0,3.9999999999054126,0.0,6.000000000312866,603.000000002794,0.0,759.0000000782311,0.0,86.00000001024455,0.0,0.0,74.37499999650754,20.125000017287675,0.0,84.37500000582077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.00000001396984,0.0,0.0,0.0,1755.8750001246608,11.000000000194632,1766.8750001248554
2021-12-17 00:02:00+01:00,0.0,0.0,0.0,5.000000000109139,0.0,5.000000000109139,603.000000002794,0.0,760.0000000093132,0.0,84.00000000256114,0.0,0.0,103.37499997694977,20.2500000159489,0.0,113.24999999487773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.9999999664724,0.0,0.0,0.0,1812.8749999686988,10.000000000218279,1822.874999968917
2021-12-17 00:02:08+01:00,0.9999999999763531,0.0,0.0,3.9999999999054126,0.0,6.000000000312866,609.000000054948,0.0,762.0000001043081,0.0,84.99999999185093,0.0,0.0,102.62499997043051,20.2500000159489,0.0,112.8749999916181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.00000003539026,0.0,0.0,0.0,1818.7500001643002,11.000000000194632,1829.7500001644948
2021-12-17 00:02:16+01:00,0.0,0.0,0.0,5.000000000109139,0.0,5.000000000109139,609.000000054948,0.0,763.0000000353903,0.0,84.00000000256114,0.0,0.0,83.12499997555278,20.2500000159489,0.0,98.24999995180406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.00000005681068,0.0,0.0,0.0,1783.6250000927976,10.000000000218279,1793.6250000930158
2021-12-17 00:02:24+01:00,0.0,0.0,0.0,3.9999999999054126,0.0,6.000000000312866,609.9999999860302,0.0,750.9999999310821,0.0,83.00000001327135,0.0,0.0,82.99999998416752,20.125000017287675,0.0,97.87499997764826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.9999999878928,0.0,0.0,0.0,1771.9999998971616,10.000000000218279,1781.99999989738
2021-12-17 00:02:32+01:00,0.0,0.0,0.0,3.9999999999054126,0.0,6.000000000312866,611.9999999646097,0.0,754.9999998882413,0.0,84.00000000256114,0.0,0.0,54.25000001559965,20.125000010011718,0.0,69.87499998649582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.00000003539026,0.0,0.0,0.0,1723.2499999026913,10.000000000218279,1733.2499999029096
2021-12-17 00:02:40+01:00,0.9999999999763531,0.0,0.0,5.000000000109139,0.0,5.000000000109139,606.9999999599531,0.0,752.0000000949949,0.0,83.00000001327135,0.0,0.0,83.37500001653098,20.125000017287675,0.0,98.62499998416752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.00000001862645,0.0,0.0,0.0,1778.1250001046374,11.000000000194632,1789.125000104832
2021-12-17 00:02:48+01:00,0.0,0.0,0.0,3.9999999999054126,0.0,6.000000000312866,603.000000002794,0.0,750.9999999310821,0.0,81.00000000558794,0.0,0.0,82.87499996367842,20.2500000159489,0.0,98.50000002188608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.00000003539026,0.0,0.0,0.0,1764.6249999761494,10.000000000218279,1774.6249999763677
2021-12-17 00:02:56+01:00,0.9999999999763531,0.0,0.0,5.000000000109139,0.0,5.000000000109139,611.0000000335276,0.0,763.0000000353903,0.0,84.00000000256114,0.0,0.0,82.49999998952262,20.125000017287675,0.0,97.6249999657739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.00000003539026,0.0,0.0,0.0,1785.2500000792588,11.000000000194632,1796.2500000794535
