,Main,Main-,PV,PV-,P_cons,P_prod,P_tot
2021-12-16 22:28:00+01:00,4601.000000024214,0.0,1.0000000002037268,0.0,4602.000000024418,1.0000000002037268,4601.000000024214
2021-12-16 22:28:08+01:00,4611.99999996461,0.0,1.9999999999527063,0.0,4613.999999964562,1.9999999999527063,4611.99999996461
2021-12-16 22:28:16+01:00,4610.0000001024455,0.0,1.0000000002037268,0.0,4611.000000102649,1.0000000002037268,4610.0000001024455
2021-12-16 22:28:24+01:00,4611.99999996461,0.0,1.9999999999527063,0.0,4613.999999964562,1.9999999999527063,4611.99999996461
2021-12-16 22:28:32+01:00,4587.999999988824,0.0,1.0000000002037268,0.0,4588.999999989028,1.0000000002037268,4587.999999988824
2021-12-16 22:28:40+01:00,4574.000000022352,0.0,1.9999999999527063,0.0,4576.000000022304,1.9999999999527063,4574.000000022352
2021-12-16 22:28:48+01:00,4570.999999996275,0.0,1.0000000002037268,0.0,4571.999999996478,1.0000000002037268,4570.999999996275
2021-12-16 22:28:56+01:00,4571.999999927357,0.0,1.9999999999527063,0.0,4573.99999992731,1.9999999999527063,4571.999999927357
2021-12-16 22:29:04+01:00,4568.99999990128,0.0,1.0000000002037268,0.0,4569.9999999014835,1.0000000002037268,4568.99999990128
2021-12-16 22:29:12+01:00,4564.999999944121,0.0,1.9999999999527063,0.0,4566.999999944073,1.9999999999527063,4564.999999944121
2021-12-16 22:29:20+01:00,4549.000000115484,0.0,1.0000000002037268,0.0,4550.000000115688,1.0000000002037268,4549.000000115484
2021-12-16 22:29:28+01:00,4553.000000072643,0.0,1.9999999999527063,0.0,4555.000000072596,1.9999999999527063,4553.000000072643
2021-12-16 22:29:36+01:00,4547.000000020489,0.0,1.0000000002037268,0.0,4548.000000020693,1.0000000002037268,4547.000000020489
2021-12-16 22:29:44+01:00,4554.000000003725,0.0,1.0000000002037268,0.0,4555.000000003929,1.0000000002037268,4554.000000003725
2021-12-16 22:29:52+01:00,879.9999998882413,0.0,1.9999999999527063,0.0,881.999999888194,1.9999999999527063,879.9999998882413
2021-12-16 22:30:00+01:00,290.99999996833503,0.0,1.0000000002037268,0.0,291.99999996853876,1.0000000002037268,290.99999996833503
2021-12-16 22:30:08+01:00,289.0000001061708,0.0,1.0000000002037268,0.0,290.0000001063745,1.0000000002037268,289.0000001061708
2021-12-16 22:30:16+01:00,293.99999999441206,0.0,1.0000000002037268,0.0,294.9999999946158,1.0000000002037268,293.99999999441206
2021-12-16 22:30:24+01:00,301.9999999087304,0.0,1.0000000002037268,0.0,302.9999999089341,1.0000000002037268,301.9999999087304
2021-12-16 22:30:32+01:00,300.00000004656613,0.0,1.9999999999527063,0.0,302.00000004651884,1.9999999999527063,300.00000004656613
2021-12-16 22:30:40+01:00,301.0000023059547,0.0,0.9999999301726348,0.0,302.00000223612733,0.9999999301726348,301.0000023059547
2021-12-16 22:30:48+01:00,226.0000000242144,0.0,1.0000000002037268,0.0,227.0000000244181,1.0000000002037268,226.0000000242144
2021-12-16 22:30:56+01:00,179.0000000037253,0.0,1.0000000002037268,0.0,180.00000000392902,1.0000000002037268,179.0000000037253
2021-12-16 22:31:04+01:00,186.9999999180436,0.0,1.0000000002037268,0.0,187.99999991824734,1.0000000002037268,186.9999999180436
2021-12-16 22:31:12+01:00,196.99999992735684,0.0,1.9999999999527063,0.0,198.99999992730955,1.9999999999527063,196.99999992735684
2021-12-16 22:31:20+01:00,195.9999999962747,0.0,1.0000000002037268,0.0,196.99999999647844,1.0000000002037268,195.9999999962747
2021-12-16 22:31:28+01:00,196.99999992735684,0.0,1.0000000002037268,0.0,197.99999992756057,1.0000000002037268,196.99999992735684
2021-12-16 22:31:36+01:00,196.99999992735684,0.0,1.0000000002037268,0.0,197.99999992756057,1.0000000002037268,196.99999992735684
