,main black-,main black,main blue,main blue-,main red-,main red,P_cons,P_prod,P_tot
2021-12-16 22:24:16+01:00,0.0,144.99999998952262,269.9999999895226,0.0,0.0,117.99999999857391,532.9999999776192,0.0,532.9999999776192
2021-12-16 22:24:24+01:00,0.0,144.99999998952262,271.00000000791624,0.0,0.0,117.99999999857391,533.9999999960128,0.0,533.9999999960128
2021-12-16 22:24:32+01:00,0.0,144.99999998952262,268.00000001094304,0.0,0.0,116.99999999837019,529.9999999988358,0.0,529.9999999988358
2021-12-16 22:24:40+01:00,0.0,146.00000000791624,271.99999999720603,0.0,0.0,118.99999999877764,537.0000000038999,0.0,537.0000000038999
2021-12-16 22:24:48+01:00,0.0,144.99999998952262,269.00000000023283,0.0,0.0,116.99999999837019,530.9999999881256,0.0,530.9999999881256
2021-12-16 22:24:56+01:00,0.0,144.99999998952262,269.9999999895226,0.0,0.0,117.99999999857391,532.9999999776192,0.0,532.9999999776192
2021-12-16 22:25:04+01:00,0.0,146.00000000791624,271.00000000791624,0.0,0.0,117.99999999857391,535.0000000144064,0.0,535.0000000144064
2021-12-16 22:25:12+01:00,0.0,144.99999998952262,269.00000000023283,0.0,0.0,116.99999999837019,530.9999999881256,0.0,530.9999999881256
2021-12-16 22:25:20+01:00,0.0,144.00000000023283,266.9999999925494,0.0,0.0,116.99999999837019,527.9999999911524,0.0,527.9999999911524
2021-12-16 22:25:28+01:00,0.0,144.00000000023283,261.9999999878928,0.0,0.0,117.99999999857391,523.9999999866995,0.0,523.9999999866995
2021-12-16 22:25:36+01:00,0.0,144.00000000023283,260.999999998603,0.0,0.0,117.99999999857391,522.9999999974098,0.0,522.9999999974098
2021-12-16 22:25:44+01:00,0.0,144.00000000023283,260.999999998603,0.0,0.0,116.99999999837019,521.999999997206,0.0,521.999999997206
2021-12-16 22:25:52+01:00,0.0,144.00000000023283,261.9999999878928,0.0,0.0,117.99999999857391,523.9999999866995,0.0,523.9999999866995
2021-12-16 22:26:00+01:00,0.0,144.00000000023283,261.9999999878928,0.0,0.0,117.99999999857391,523.9999999866995,0.0,523.9999999866995
2021-12-16 22:26:08+01:00,0.0,143.00000001094304,260.999999998603,0.0,0.0,116.99999999837019,521.0000000079162,0.0,521.0000000079162
2021-12-16 22:26:16+01:00,0.0,144.00000000023283,260.999999998603,0.0,0.0,117.99999999857391,522.9999999974098,0.0,522.9999999974098
2021-12-16 22:26:24+01:00,0.0,144.00000000023283,261.9999999878928,0.0,0.0,117.99999999857391,523.9999999866995,0.0,523.9999999866995
2021-12-16 22:26:32+01:00,0.0,144.00000000023283,260.999999998603,0.0,0.0,116.99999999837019,521.999999997206,0.0,521.999999997206
2021-12-16 22:26:40+01:00,0.0,144.00000000023283,261.9999999878928,0.0,0.0,117.99999999857391,523.9999999866995,0.0,523.9999999866995
2021-12-16 22:26:48+01:00,0.0,144.99999998952262,265.00000001396984,0.0,0.0,119.99999999898137,530.0000000024738,0.0,530.0000000024738
2021-12-16 22:26:56+01:00,0.0,144.00000000023283,263.0000000062864,0.0,0.0,118.99999999877764,526.0000000052969,0.0,526.0000000052969
2021-12-16 22:27:04+01:00,0.0,144.00000000023283,260.999999998603,0.0,0.0,116.99999999837019,521.999999997206,0.0,521.999999997206
2021-12-16 22:27:12+01:00,0.0,144.00000000023283,265.00000001396984,0.0,0.0,114.00000000139698,523.0000000155997,0.0,523.0000000155997
2021-12-16 22:27:20+01:00,0.0,144.00000000023283,274.99999999417923,0.0,0.0,95.00000000116415,513.9999999955762,0.0,513.9999999955762
2021-12-16 22:27:28+01:00,0.0,144.00000000023283,276.00000001257285,0.0,0.0,96.00000000136788,516.0000000141736,0.0,516.0000000141736
2021-12-16 22:27:36+01:00,0.0,144.00000000023283,276.00000001257285,0.0,0.0,96.00000000136788,516.0000000141736,0.0,516.0000000141736
2021-12-16 22:27:44+01:00,0.0,144.00000000023283,274.99999999417923,0.0,0.0,96.00000000136788,514.99999999578,0.0,514.99999999578
2021-12-16 22:27:52+01:00,0.0,144.00000000023283,276.00000001257285,0.0,0.0,96.00000000136788,516.0000000141736,0.0,516.0000000141736
2021-12-16 22:28:00+01:00,0.0,144.99999998952262,276.00000001257285,0.0,0.0,96.00000000136788,517.0000000034634,0.0,517.0000000034634
2021-12-16 22:28:08+01:00,0.0,144.00000000023283,274.99999999417923,0.0,0.0,97.0000000015716,515.9999999959837,0.0,515.9999999959837
2021-12-16 22:28:16+01:00,0.0,144.00000000023283,274.99999999417923,0.0,0.0,96.00000000136788,514.99999999578,0.0,514.99999999578
2021-12-16 22:28:24+01:00,0.0,144.00000000023283,276.00000001257285,0.0,0.0,96.00000000136788,516.0000000141736,0.0,516.0000000141736
2021-12-16 22:28:32+01:00,0.0,143.00000001094304,271.00000000791624,0.0,0.0,93.0000000007567,507.000000019616,0.0,507.000000019616
2021-12-16 22:28:40+01:00,0.0,144.99999998952262,271.99999999720603,0.0,0.0,92.00000000055297,508.9999999872816,0.0,508.9999999872816
2021-12-16 22:28:48+01:00,0.0,144.00000000023283,271.00000000791624,0.0,0.0,92.00000000055297,507.00000000870205,0.0,507.00000000870205
2021-12-16 22:28:56+01:00,0.0,144.00000000023283,271.00000000791624,0.0,0.0,91.00000000034925,506.0000000084983,0.0,506.0000000084983
2021-12-16 22:29:04+01:00,0.0,144.00000000023283,271.00000000791624,0.0,0.0,92.00000000055297,507.00000000870205,0.0,507.00000000870205
2021-12-16 22:29:12+01:00,0.0,144.00000000023283,269.9999999895226,0.0,0.0,91.00000000034925,504.9999999901047,0.0,504.9999999901047
2021-12-16 22:29:20+01:00,0.0,144.00000000023283,269.9999999895226,0.0,0.0,91.00000000034925,504.9999999901047,0.0,504.9999999901047
2021-12-16 22:29:28+01:00,0.0,144.00000000023283,269.9999999895226,0.0,0.0,91.00000000034925,504.9999999901047,0.0,504.9999999901047
2021-12-16 22:29:36+01:00,0.0,144.00000000023283,269.00000000023283,0.0,0.0,88.99999999994179,502.00000000040745,0.0,502.00000000040745
2021-12-16 22:29:44+01:00,0.0,144.00000000023283,269.9999999895226,0.0,0.0,91.00000000034925,504.9999999901047,0.0,504.9999999901047
2021-12-16 22:29:52+01:00,0.0,144.00000000023283,271.99999999720603,0.0,0.0,92.00000000055297,507.99999999799184,0.0,507.99999999799184
2021-12-16 22:30:00+01:00,0.0,144.99999998952262,272.9999999864958,0.0,0.0,93.0000000007567,510.99999997677514,0.0,510.99999997677514
2021-12-16 22:30:08+01:00,0.0,144.99999998952262,271.99999999720603,0.0,0.0,92.00000000055297,508.9999999872816,0.0,508.9999999872816
2021-12-16 22:30:16+01:00,0.0,144.00000000023283,274.00000000488944,0.0,0.0,95.00000000116415,513.0000000062864,0.0,513.0000000062864
2021-12-16 22:30:24+01:00,0.0,144.00000000023283,276.00000001257285,0.0,0.0,97.0000000015716,517.0000000143773,0.0,517.0000000143773
2021-12-16 22:30:32+01:00,0.0,144.00000000023283,277.00000000186265,0.0,0.0,97.0000000015716,518.0000000036671,0.0,518.0000000036671
2021-12-16 22:30:40+01:00,0.0,143.99999970919453,278.00000039860606,0.0,0.0,99.00000010020449,521.0000002080051,0.0,521.0000002080051
2021-12-16 22:30:48+01:00,0.0,144.00000000023283,279.99999999883585,0.0,0.0,99.99999999854481,523.9999999976135,0.0,523.9999999976135
2021-12-16 22:30:56+01:00,0.0,144.99999998952262,279.00000000954606,0.0,0.0,100.99999999874854,524.9999999978172,0.0,524.9999999978172
2021-12-16 22:31:04+01:00,0.0,144.00000000023283,279.00000000954606,0.0,0.0,98.99999999834108,522.00000000812,0.0,522.00000000812
2021-12-16 22:31:12+01:00,0.0,143.00000001094304,279.99999999883585,0.0,0.0,100.99999999874854,524.0000000085274,0.0,524.0000000085274
2021-12-16 22:31:20+01:00,0.0,144.99999998952262,279.00000000954606,0.0,0.0,99.99999999854481,523.9999999976135,0.0,523.9999999976135
2021-12-16 22:31:28+01:00,0.0,144.00000000023283,271.00000000791624,0.0,0.0,110.00000000058208,525.0000000087311,0.0,525.0000000087311
2021-12-16 22:31:36+01:00,0.0,144.00000000023283,261.9999999878928,0.0,0.0,117.99999999857391,523.9999999866995,0.0,523.9999999866995
2021-12-16 22:31:44+01:00,0.0,144.00000000023283,263.0000000062864,0.0,0.0,117.99999999857391,525.0000000050932,0.0,525.0000000050932
2021-12-16 22:31:52+01:00,0.0,144.00000000023283,263.0000000062864,0.0,0.0,119.99999999898137,527.0000000055006,0.0,527.0000000055006
2021-12-16 22:32:00+01:00,0.0,143.00000001094304,261.9999999878928,0.0,0.0,117.99999999857391,522.9999999974098,0.0,522.9999999974098
2021-12-16 22:32:08+01:00,0.0,144.00000000023283,260.999999998603,0.0,0.0,116.99999999837019,521.999999997206,0.0,521.999999997206
2021-12-16 22:32:16+01:00,0.0,143.00000001094304,263.0000000062864,0.0,0.0,118.99999999877764,525.0000000160071,0.0,525.0000000160071
