,Mains phase 1-,Mains phase 1,Mains phase 2-,Mains phase 2,Mains phase 3-,Mains phase 3,P_cons,P_prod,P_tot
2021-12-16 22:31:28+01:00,0.0,15.000000013969839,0.0,43.999999994412065,29.999999998835847,0.0,29.000000009546056,0.0,29.000000009546056
2021-12-16 22:31:36+01:00,0.0,14.000000024680048,0.0,43.999999994412065,28.99999999499414,0.0,29.00000002409797,0.0,29.00000002409797
2021-12-16 22:31:44+01:00,0.0,15.000000013969839,0.0,44.999999983701855,29.999999998835847,0.0,29.999999998835847,0.0,29.999999998835847
2021-12-16 22:31:52+01:00,0.0,15.000000013969839,0.0,43.999999994412065,28.99999999499414,0.0,30.000000013387762,0.0,30.000000013387762
2021-12-16 22:32:00+01:00,0.0,15.000000013969839,0.0,43.999999994412065,28.99999999499414,0.0,30.000000013387762,0.0,30.000000013387762
2021-12-16 22:32:08+01:00,0.0,14.000000024680048,0.0,43.999999994412065,29.999999998835847,0.0,28.000000020256266,0.0,28.000000020256266
2021-12-16 22:32:16+01:00,0.0,14.000000024680048,0.0,43.999999994412065,28.99999999499414,0.0,29.00000002409797,0.0,29.00000002409797
2021-12-16 22:32:24+01:00,0.0,15.000000013969839,0.0,43.999999994412065,29.999999998835847,0.0,29.000000009546056,0.0,29.000000009546056
2021-12-16 22:32:32+01:00,0.0,580.0000000162981,0.0,43.999999994412065,13.999999995576218,552.0000000033178,1162.0000000184518,0.0,1162.0000000184518
2021-12-16 22:32:40+01:00,0.0,993.0000000167638,0.0,43.999999994412065,0.0,951.9999999974971,1989.000000008673,0.0,1989.000000008673
2021-12-16 22:32:48+01:00,0.0,992.000000027474,0.0,44.999999983701855,0.0,951.9999999974971,1989.000000008673,0.0,1989.000000008673
2021-12-16 22:32:56+01:00,0.0,992.000000027474,0.0,43.999999994412065,0.0,951.0000000009313,1987.0000000228174,0.0,1987.0000000228174
2021-12-16 22:33:04+01:00,0.0,989.9999999906868,0.0,38.99999998975545,0.0,953.9999999979045,1982.9999999783468,0.0,1982.9999999783468
2021-12-16 22:33:12+01:00,0.0,629.0000000153668,0.0,34.99999997438863,5.000000004656613,601.9999999989523,1260.999999984051,0.0,1260.999999984051
2021-12-16 22:33:20+01:00,0.0,22.999999986495823,0.0,36.00000002188608,13.000000006286427,0.0,46.000000002095476,0.0,46.000000002095476
2021-12-16 22:33:28+01:00,0.0,22.999999986495823,0.0,34.99999997438863,12.000000002444722,0.0,45.99999995843973,0.0,45.99999995843973
